0001_tuebadz.conllup	T990507.2
1842_tuebadz.conllup	T951014.351
1843_tuebadz.conllup	T951014.352
1844_tuebadz.conllup	T951014.353
1845_tuebadz.conllup	T951014.356
1846_tuebadz.conllup	T951014.357
1847_tuebadz.conllup	T951014.358
1848_tuebadz.conllup	T951014.359
1849_tuebadz.conllup	T951014.362
1850_tuebadz.conllup	T951014.364
1851_tuebadz.conllup	T951014.365
1852_tuebadz.conllup	T951014.366
1853_tuebadz.conllup	T951014.367
1854_tuebadz.conllup	T951014.368
1855_tuebadz.conllup	T951014.369
1856_tuebadz.conllup	T951014.370
1857_tuebadz.conllup	T951014.371
1858_tuebadz.conllup	T951014.373
1859_tuebadz.conllup	T951014.374
1861_tuebadz.conllup	T951014.376
1862_tuebadz.conllup	T951014.377
1863_tuebadz.conllup	T951014.378
1864_tuebadz.conllup	T951014.380
1866_tuebadz.conllup	T951014.382
1867_tuebadz.conllup	T951014.383
1869_tuebadz.conllup	T951014.386
1870_tuebadz.conllup	T951014.387
1871_tuebadz.conllup	T951014.388
1872_tuebadz.conllup	T951014.389
1873_tuebadz.conllup	T951014.390
1875_tuebadz.conllup	T951014.392
1877_tuebadz.conllup	T951014.396
1878_tuebadz.conllup	T951016.4
1879_tuebadz.conllup	T951016.6
1880_tuebadz.conllup	T951016.9
1881_tuebadz.conllup	T951016.10
1882_tuebadz.conllup	T951016.13
1883_tuebadz.conllup	T951016.14
1885_tuebadz.conllup	T951016.16
1887_tuebadz.conllup	T951016.18
1888_tuebadz.conllup	T951016.19
1889_tuebadz.conllup	T951016.20
1890_tuebadz.conllup	T951016.22
1892_tuebadz.conllup	T951016.24
1895_tuebadz.conllup	T951016.35
1896_tuebadz.conllup	T951016.36
1897_tuebadz.conllup	T951016.37
1898_tuebadz.conllup	T951016.38
1900_tuebadz.conllup	T951016.40
1902_tuebadz.conllup	T951016.42
1903_tuebadz.conllup	T951016.44
1904_tuebadz.conllup	T951016.45
1905_tuebadz.conllup	T951016.46
1906_tuebadz.conllup	T951016.47
1909_tuebadz.conllup	T951016.50
1910_tuebadz.conllup	T951016.52
1913_tuebadz.conllup	T951016.56
1914_tuebadz.conllup	T951016.57
1915_tuebadz.conllup	T951016.58
1916_tuebadz.conllup	T951016.62
1917_tuebadz.conllup	T951016.63
1919_tuebadz.conllup	T951016.65
1920_tuebadz.conllup	T951016.66
1922_tuebadz.conllup	T951016.69
1923_tuebadz.conllup	T951016.70
1924_tuebadz.conllup	T951016.71
1925_tuebadz.conllup	T951016.72
1926_tuebadz.conllup	T951016.73
1927_tuebadz.conllup	T951016.74
1928_tuebadz.conllup	T951016.75
1929_tuebadz.conllup	T951016.79
1930_tuebadz.conllup	T951016.80
1931_tuebadz.conllup	T951016.81
1932_tuebadz.conllup	T951016.82
1933_tuebadz.conllup	T951016.83
1935_tuebadz.conllup	T951016.85
1936_tuebadz.conllup	T951016.89
1937_tuebadz.conllup	T951016.90
1938_tuebadz.conllup	T951016.95
1939_tuebadz.conllup	T951016.96
1940_tuebadz.conllup	T951016.97
1941_tuebadz.conllup	T951016.98
1942_tuebadz.conllup	T951016.99
1943_tuebadz.conllup	T951016.101
1944_tuebadz.conllup	T951016.104
1945_tuebadz.conllup	T951016.105
1946_tuebadz.conllup	T951016.106
1947_tuebadz.conllup	T951016.109
1948_tuebadz.conllup	T951016.110
1949_tuebadz.conllup	T951016.111
1951_tuebadz.conllup	T951016.114
1954_tuebadz.conllup	T951016.117
1955_tuebadz.conllup	T951016.120
1956_tuebadz.conllup	T951016.125
1958_tuebadz.conllup	T951016.131
1959_tuebadz.conllup	T951016.132
1960_tuebadz.conllup	T951016.136
1962_tuebadz.conllup	T951016.138
1963_tuebadz.conllup	T951016.139
1964_tuebadz.conllup	T951016.140
1965_tuebadz.conllup	T951016.141
1966_tuebadz.conllup	T951016.142
1967_tuebadz.conllup	T951016.143
1968_tuebadz.conllup	T951016.144
1970_tuebadz.conllup	T951016.146
1971_tuebadz.conllup	T951016.152
1972_tuebadz.conllup	T951016.157
1973_tuebadz.conllup	T951016.158
1975_tuebadz.conllup	T951016.160
1976_tuebadz.conllup	T951016.161
1977_tuebadz.conllup	T951016.163
1978_tuebadz.conllup	T951016.164
1979_tuebadz.conllup	T951016.166
1980_tuebadz.conllup	T951016.167
1981_tuebadz.conllup	T951016.169
1982_tuebadz.conllup	T951016.170
1983_tuebadz.conllup	T951016.171
1985_tuebadz.conllup	T951016.184
1986_tuebadz.conllup	T951016.185
1987_tuebadz.conllup	T951016.188
1988_tuebadz.conllup	T951016.189
1989_tuebadz.conllup	T951016.190
1990_tuebadz.conllup	T951016.191
1991_tuebadz.conllup	T951016.192
1992_tuebadz.conllup	T951016.193
1993_tuebadz.conllup	T951016.195
1994_tuebadz.conllup	T951016.196
1995_tuebadz.conllup	T951016.199
1997_tuebadz.conllup	T951016.201
1998_tuebadz.conllup	T951016.202
1999_tuebadz.conllup	T951016.203
2000_tuebadz.conllup	T951016.206
2001_tuebadz.conllup	T951016.207
2002_tuebadz.conllup	T951016.208
2006_tuebadz.conllup	T951016.212
2007_tuebadz.conllup	T951016.213
2009_tuebadz.conllup	T951016.215
2010_tuebadz.conllup	T951016.217
2011_tuebadz.conllup	T951016.218
2012_tuebadz.conllup	T951016.219
2013_tuebadz.conllup	T951016.220
2014_tuebadz.conllup	T951016.221
2015_tuebadz.conllup	T951016.223
2016_tuebadz.conllup	T951016.224
2018_tuebadz.conllup	T951016.227
2019_tuebadz.conllup	T951016.228
2020_tuebadz.conllup	T951016.229
2021_tuebadz.conllup	T951016.230
2022_tuebadz.conllup	T951016.231
2023_tuebadz.conllup	T951016.236
2025_tuebadz.conllup	T951016.238
2026_tuebadz.conllup	T951016.239
2027_tuebadz.conllup	T951016.240
2029_tuebadz.conllup	T951016.244
2030_tuebadz.conllup	T951016.245
2032_tuebadz.conllup	T951016.247
2034_tuebadz.conllup	T951016.249
2035_tuebadz.conllup	T951016.252
2038_tuebadz.conllup	T951016.255
2039_tuebadz.conllup	T951016.256
2040_tuebadz.conllup	T951016.257
2041_tuebadz.conllup	T951016.258
2042_tuebadz.conllup	T951016.259
2043_tuebadz.conllup	T951016.262
2044_tuebadz.conllup	T951016.263
2045_tuebadz.conllup	T951016.264
2046_tuebadz.conllup	T951016.265
2047_tuebadz.conllup	T951016.266
2048_tuebadz.conllup	T951016.267
2049_tuebadz.conllup	T951016.268
2050_tuebadz.conllup	T951016.269
2051_tuebadz.conllup	T951017.7
2052_tuebadz.conllup	T951017.8
2054_tuebadz.conllup	T951017.12
2055_tuebadz.conllup	T951017.15
2056_tuebadz.conllup	T951017.16
2057_tuebadz.conllup	T951017.17
2058_tuebadz.conllup	T951017.18
2059_tuebadz.conllup	T951017.19
2060_tuebadz.conllup	T951017.20
2061_tuebadz.conllup	T951017.21
2062_tuebadz.conllup	T951017.22
2063_tuebadz.conllup	T951017.23
2064_tuebadz.conllup	T951017.24
2065_tuebadz.conllup	T951017.26
2067_tuebadz.conllup	T951017.32
2068_tuebadz.conllup	T951017.33
2069_tuebadz.conllup	T951017.34
2070_tuebadz.conllup	T951017.36
2072_tuebadz.conllup	T951017.38
2073_tuebadz.conllup	T951017.39
2074_tuebadz.conllup	T951017.40
2075_tuebadz.conllup	T951017.41
2076_tuebadz.conllup	T951017.42
2077_tuebadz.conllup	T951017.46
2078_tuebadz.conllup	T951017.48
2079_tuebadz.conllup	T951017.49
2080_tuebadz.conllup	T951017.50
2082_tuebadz.conllup	T951017.53
2083_tuebadz.conllup	T951017.54
2084_tuebadz.conllup	T951017.55
2085_tuebadz.conllup	T951017.56
2086_tuebadz.conllup	T951017.57
2087_tuebadz.conllup	T951017.58
2089_tuebadz.conllup	T951017.60
2090_tuebadz.conllup	T951017.64
2092_tuebadz.conllup	T951017.66
2093_tuebadz.conllup	T951017.69
2094_tuebadz.conllup	T951017.71
2095_tuebadz.conllup	T951017.72
2096_tuebadz.conllup	T951017.73
2097_tuebadz.conllup	T951017.74
2099_tuebadz.conllup	T951017.76
2100_tuebadz.conllup	T951017.77
2102_tuebadz.conllup	T951017.80
2103_tuebadz.conllup	T951017.81
2104_tuebadz.conllup	T951017.82
2105_tuebadz.conllup	T951017.83
2106_tuebadz.conllup	T951017.84
2107_tuebadz.conllup	T951017.85
2108_tuebadz.conllup	T951017.87
2110_tuebadz.conllup	T951017.93
2111_tuebadz.conllup	T951017.94
2112_tuebadz.conllup	T951017.98
2113_tuebadz.conllup	T951017.99
2114_tuebadz.conllup	T951017.101
2115_tuebadz.conllup	T951017.102
2116_tuebadz.conllup	T951017.105
2117_tuebadz.conllup	T951017.107
2118_tuebadz.conllup	T951017.108
2120_tuebadz.conllup	T951017.114
2121_tuebadz.conllup	T951017.115
2122_tuebadz.conllup	T951017.116
2125_tuebadz.conllup	T951017.124
2126_tuebadz.conllup	T951017.129
2128_tuebadz.conllup	T951017.131
2129_tuebadz.conllup	T951017.132
2130_tuebadz.conllup	T951017.133
2131_tuebadz.conllup	T951017.135
2132_tuebadz.conllup	T951017.137
2133_tuebadz.conllup	T951017.139
2134_tuebadz.conllup	T951017.142
2135_tuebadz.conllup	T951017.143
2138_tuebadz.conllup	T951017.153
2139_tuebadz.conllup	T951017.155
2140_tuebadz.conllup	T951017.156
2141_tuebadz.conllup	T951017.157
2142_tuebadz.conllup	T951017.158
2143_tuebadz.conllup	T951017.161
2145_tuebadz.conllup	T951017.166
2146_tuebadz.conllup	T951017.167
2147_tuebadz.conllup	T951017.168
2149_tuebadz.conllup	T951017.175
2150_tuebadz.conllup	T951017.185
2151_tuebadz.conllup	T951017.186
2153_tuebadz.conllup	T951017.189
2154_tuebadz.conllup	T951017.190
2155_tuebadz.conllup	T951017.191
2156_tuebadz.conllup	T951017.192
2157_tuebadz.conllup	T951017.193
2159_tuebadz.conllup	T951017.197
2160_tuebadz.conllup	T951017.198
2161_tuebadz.conllup	T951017.199
2162_tuebadz.conllup	T951017.200
2164_tuebadz.conllup	T951017.202
2165_tuebadz.conllup	T951017.203
2166_tuebadz.conllup	T951017.207
2167_tuebadz.conllup	T951017.208
2169_tuebadz.conllup	T951017.211
2173_tuebadz.conllup	T951017.215
2174_tuebadz.conllup	T951017.216
2175_tuebadz.conllup	T951017.217
2176_tuebadz.conllup	T951017.218
2178_tuebadz.conllup	T951017.220
2179_tuebadz.conllup	T951017.221
2180_tuebadz.conllup	T951017.222
2181_tuebadz.conllup	T951017.223
2182_tuebadz.conllup	T951017.224
2183_tuebadz.conllup	T951017.226
2185_tuebadz.conllup	T951017.228
2188_tuebadz.conllup	T951017.232
2189_tuebadz.conllup	T951017.233
2190_tuebadz.conllup	T951017.234
2191_tuebadz.conllup	T951017.235
2192_tuebadz.conllup	T951017.239
2193_tuebadz.conllup	T951017.240
2194_tuebadz.conllup	T951017.242
2195_tuebadz.conllup	T951017.244
2196_tuebadz.conllup	T951017.245
2197_tuebadz.conllup	T951017.246
2198_tuebadz.conllup	T951017.247
2199_tuebadz.conllup	T951017.248
2201_tuebadz.conllup	T951017.251
2203_tuebadz.conllup	T951017.254
2204_tuebadz.conllup	T951017.255
2205_tuebadz.conllup	T951017.256
2206_tuebadz.conllup	T951017.257
2207_tuebadz.conllup	T951017.259
2209_tuebadz.conllup	T951017.261
2210_tuebadz.conllup	T951017.262
2211_tuebadz.conllup	T951017.263
2212_tuebadz.conllup	T951017.264
2213_tuebadz.conllup	T951017.265
2214_tuebadz.conllup	T951018.2
2215_tuebadz.conllup	T951018.3
2216_tuebadz.conllup	T951018.6
2217_tuebadz.conllup	T951018.9
2218_tuebadz.conllup	T951018.13
2219_tuebadz.conllup	T951018.16
2220_tuebadz.conllup	T951018.17
2221_tuebadz.conllup	T951018.18
2222_tuebadz.conllup	T951018.19
2223_tuebadz.conllup	T951018.20
2225_tuebadz.conllup	T951018.22
2226_tuebadz.conllup	T951018.23
2227_tuebadz.conllup	T951018.24
2228_tuebadz.conllup	T951018.25
2229_tuebadz.conllup	T951018.26
2230_tuebadz.conllup	T951018.32
2231_tuebadz.conllup	T951018.34
2233_tuebadz.conllup	T951018.37
2234_tuebadz.conllup	T951018.39
2235_tuebadz.conllup	T951018.42
2236_tuebadz.conllup	T951018.43
2237_tuebadz.conllup	T951018.44
2238_tuebadz.conllup	T951018.45
2239_tuebadz.conllup	T951018.46
2240_tuebadz.conllup	T951018.47
2241_tuebadz.conllup	T951018.50
2242_tuebadz.conllup	T951018.52
2243_tuebadz.conllup	T951018.53
2244_tuebadz.conllup	T951018.54
2245_tuebadz.conllup	T951018.55
2246_tuebadz.conllup	T951018.56
2248_tuebadz.conllup	T951018.60
2249_tuebadz.conllup	T951018.63
2250_tuebadz.conllup	T951018.64
2251_tuebadz.conllup	T951018.65
2252_tuebadz.conllup	T951018.66
2253_tuebadz.conllup	T951018.67
2254_tuebadz.conllup	T951018.68
2255_tuebadz.conllup	T951018.71
2256_tuebadz.conllup	T951018.72
2257_tuebadz.conllup	T951018.73
2258_tuebadz.conllup	T951018.77
2259_tuebadz.conllup	T951018.78
2260_tuebadz.conllup	T951018.79
2262_tuebadz.conllup	T951018.81
2263_tuebadz.conllup	T951018.82
2264_tuebadz.conllup	T951018.83
2265_tuebadz.conllup	T951018.85
2268_tuebadz.conllup	T951018.89
2270_tuebadz.conllup	T951018.92
2271_tuebadz.conllup	T951018.94
2274_tuebadz.conllup	T951018.100
2275_tuebadz.conllup	T951018.102
2278_tuebadz.conllup	T951018.130
2279_tuebadz.conllup	T951018.136
2280_tuebadz.conllup	T951018.142
2281_tuebadz.conllup	T951018.143
2282_tuebadz.conllup	T951018.152
2283_tuebadz.conllup	T951018.153
2284_tuebadz.conllup	T951018.154
2285_tuebadz.conllup	T951018.155
2286_tuebadz.conllup	T951018.156
2287_tuebadz.conllup	T951018.157
2289_tuebadz.conllup	T951018.164
2291_tuebadz.conllup	T951018.166
2292_tuebadz.conllup	T951018.168
2293_tuebadz.conllup	T951018.169
2294_tuebadz.conllup	T951018.170
2295_tuebadz.conllup	T951018.173
2297_tuebadz.conllup	T951018.176
2298_tuebadz.conllup	T951018.177
2299_tuebadz.conllup	T951018.178
2300_tuebadz.conllup	T951018.179
2301_tuebadz.conllup	T951018.180
2302_tuebadz.conllup	T951018.181
2303_tuebadz.conllup	T951018.195
2306_tuebadz.conllup	T951018.201
2307_tuebadz.conllup	T951018.202
2308_tuebadz.conllup	T951018.203
2309_tuebadz.conllup	T951018.204
2311_tuebadz.conllup	T951018.207
2312_tuebadz.conllup	T951018.208
2313_tuebadz.conllup	T951018.209
2314_tuebadz.conllup	T951018.210
2315_tuebadz.conllup	T951018.212
2316_tuebadz.conllup	T951018.213
2318_tuebadz.conllup	T951018.215
2320_tuebadz.conllup	T951018.217
2321_tuebadz.conllup	T951018.219
2322_tuebadz.conllup	T951018.220
2323_tuebadz.conllup	T951018.221
2324_tuebadz.conllup	T951018.225
2325_tuebadz.conllup	T951018.226
2326_tuebadz.conllup	T951018.227
2327_tuebadz.conllup	T951018.231
2328_tuebadz.conllup	T951018.232
2329_tuebadz.conllup	T951018.233
2331_tuebadz.conllup	T951018.235
2332_tuebadz.conllup	T951018.236
2333_tuebadz.conllup	T951018.237
2334_tuebadz.conllup	T951018.238
2335_tuebadz.conllup	T951018.239
2336_tuebadz.conllup	T951018.240
2337_tuebadz.conllup	T951018.241
2338_tuebadz.conllup	T951018.242
2339_tuebadz.conllup	T951018.244
2340_tuebadz.conllup	T951018.245
2341_tuebadz.conllup	T951018.246
2343_tuebadz.conllup	T951018.248
2344_tuebadz.conllup	T951018.250
2345_tuebadz.conllup	T951018.251
2346_tuebadz.conllup	T951018.252
2347_tuebadz.conllup	T951018.253
2348_tuebadz.conllup	T951018.254
2349_tuebadz.conllup	T951018.255
2351_tuebadz.conllup	T951018.258
2352_tuebadz.conllup	T951018.260
2353_tuebadz.conllup	T951018.261
2355_tuebadz.conllup	T951018.264
2356_tuebadz.conllup	T951018.265
2357_tuebadz.conllup	T951018.266
2359_tuebadz.conllup	T951018.269
2360_tuebadz.conllup	T951018.270
2362_tuebadz.conllup	T951018.272
2364_tuebadz.conllup	T951018.275
2365_tuebadz.conllup	T951018.276
2366_tuebadz.conllup	T951018.277
2368_tuebadz.conllup	T951018.279
2369_tuebadz.conllup	T951018.281
2370_tuebadz.conllup	T951018.282
2372_tuebadz.conllup	T951018.284
2373_tuebadz.conllup	T951018.285
2374_tuebadz.conllup	T951018.286
2375_tuebadz.conllup	T951018.287
2376_tuebadz.conllup	T951018.288
2377_tuebadz.conllup	T951018.289
2378_tuebadz.conllup	T951019.3
2380_tuebadz.conllup	T951019.10
2381_tuebadz.conllup	T951019.13
2383_tuebadz.conllup	T951019.15
2384_tuebadz.conllup	T951019.16
2385_tuebadz.conllup	T951019.17
2387_tuebadz.conllup	T951019.20
2388_tuebadz.conllup	T951019.21
2390_tuebadz.conllup	T951019.23
2391_tuebadz.conllup	T951019.24
2392_tuebadz.conllup	T951019.27
2394_tuebadz.conllup	T951019.32
2395_tuebadz.conllup	T951019.33
2396_tuebadz.conllup	T951019.35
2398_tuebadz.conllup	T951019.37
2399_tuebadz.conllup	T951019.38
2401_tuebadz.conllup	T951019.40
2403_tuebadz.conllup	T951019.43
2404_tuebadz.conllup	T951019.44
2405_tuebadz.conllup	T951019.45
2406_tuebadz.conllup	T951019.46
2407_tuebadz.conllup	T951019.48
2408_tuebadz.conllup	T951019.50
2409_tuebadz.conllup	T951019.51
2410_tuebadz.conllup	T951019.52
2411_tuebadz.conllup	T951019.53
2412_tuebadz.conllup	T951019.54
2413_tuebadz.conllup	T951019.57
2414_tuebadz.conllup	T951019.58
2415_tuebadz.conllup	T951019.59
2418_tuebadz.conllup	T951019.63
2419_tuebadz.conllup	T951019.64
2420_tuebadz.conllup	T951019.67
2421_tuebadz.conllup	T951019.68
2422_tuebadz.conllup	T951019.69
2423_tuebadz.conllup	T951019.70
2424_tuebadz.conllup	T951019.71
2425_tuebadz.conllup	T951019.72
2426_tuebadz.conllup	T951019.73
2427_tuebadz.conllup	T951019.74
2428_tuebadz.conllup	T951019.76
2429_tuebadz.conllup	T951019.77
2430_tuebadz.conllup	T951019.78
2431_tuebadz.conllup	T951019.79
2433_tuebadz.conllup	T951019.81
2434_tuebadz.conllup	T951019.84
2435_tuebadz.conllup	T951019.86
2436_tuebadz.conllup	T951019.87
2437_tuebadz.conllup	T951019.89
2439_tuebadz.conllup	T951019.91
2440_tuebadz.conllup	T951019.95
2441_tuebadz.conllup	T951019.99
2442_tuebadz.conllup	T951019.102
2443_tuebadz.conllup	T951019.103
2444_tuebadz.conllup	T951019.104
2445_tuebadz.conllup	T951019.107
2446_tuebadz.conllup	T951019.108
2447_tuebadz.conllup	T951019.111
2448_tuebadz.conllup	T951019.113
2449_tuebadz.conllup	T951019.114
2450_tuebadz.conllup	T951019.115
2451_tuebadz.conllup	T951019.116
2453_tuebadz.conllup	T951019.122
2454_tuebadz.conllup	T951019.124
2456_tuebadz.conllup	T951019.127
2457_tuebadz.conllup	T951019.128
2458_tuebadz.conllup	T951019.129
2459_tuebadz.conllup	T951019.130
2460_tuebadz.conllup	T951019.131
2461_tuebadz.conllup	T951019.135
2462_tuebadz.conllup	T951019.136
2463_tuebadz.conllup	T951019.137
2464_tuebadz.conllup	T951019.138
2465_tuebadz.conllup	T951019.140
2466_tuebadz.conllup	T951019.141
2467_tuebadz.conllup	T951019.143
2468_tuebadz.conllup	T951019.145
2469_tuebadz.conllup	T951019.146
2471_tuebadz.conllup	T951019.148
2472_tuebadz.conllup	T951019.149
2473_tuebadz.conllup	T951019.151
2474_tuebadz.conllup	T951019.152
2475_tuebadz.conllup	T951019.154
2477_tuebadz.conllup	T951019.158
2478_tuebadz.conllup	T951019.160
2480_tuebadz.conllup	T951019.162
2481_tuebadz.conllup	T951019.163
2482_tuebadz.conllup	T951019.165
2483_tuebadz.conllup	T951019.166
2484_tuebadz.conllup	T951019.167
2487_tuebadz.conllup	T951019.172
2489_tuebadz.conllup	T951019.174
2490_tuebadz.conllup	T951019.176
2491_tuebadz.conllup	T951019.177
2492_tuebadz.conllup	T951019.179
2494_tuebadz.conllup	T951019.181
2495_tuebadz.conllup	T951019.183
2496_tuebadz.conllup	T951019.184
2498_tuebadz.conllup	T951019.186
2499_tuebadz.conllup	T951019.187
2500_tuebadz.conllup	T951019.189
2501_tuebadz.conllup	T951019.190
2502_tuebadz.conllup	T951019.191
2503_tuebadz.conllup	T951019.192
2504_tuebadz.conllup	T951019.194
2505_tuebadz.conllup	T951019.195
2506_tuebadz.conllup	T951019.196
2507_tuebadz.conllup	T951019.199
2508_tuebadz.conllup	T951019.200
2509_tuebadz.conllup	T951019.201
2510_tuebadz.conllup	T951019.204
2512_tuebadz.conllup	T951019.206
2513_tuebadz.conllup	T951019.207
2514_tuebadz.conllup	T951019.208
2515_tuebadz.conllup	T951019.209
2517_tuebadz.conllup	T951019.214
2518_tuebadz.conllup	T951019.216
2519_tuebadz.conllup	T951019.217
2520_tuebadz.conllup	T951019.218
2521_tuebadz.conllup	T951019.219
2522_tuebadz.conllup	T951019.220
2523_tuebadz.conllup	T951019.221
2524_tuebadz.conllup	T951019.222
2526_tuebadz.conllup	T951019.224
2527_tuebadz.conllup	T951019.225
2528_tuebadz.conllup	T951019.226
2529_tuebadz.conllup	T951019.227
2530_tuebadz.conllup	T951019.229
2532_tuebadz.conllup	T951019.232
2535_tuebadz.conllup	T951019.235
2536_tuebadz.conllup	T951019.236
2537_tuebadz.conllup	T951019.238
2539_tuebadz.conllup	T951019.241
2540_tuebadz.conllup	T951019.243
2541_tuebadz.conllup	T951019.244
2542_tuebadz.conllup	T951019.248
2543_tuebadz.conllup	T951019.250
2545_tuebadz.conllup	T951019.253
2546_tuebadz.conllup	T951019.256
2547_tuebadz.conllup	T951019.259
2549_tuebadz.conllup	T951019.261
2551_tuebadz.conllup	T951019.263
2552_tuebadz.conllup	T951019.264
2553_tuebadz.conllup	T951019.265
2554_tuebadz.conllup	T951019.266
2555_tuebadz.conllup	T951019.267
2558_tuebadz.conllup	T951019.271
2559_tuebadz.conllup	T951019.272
2560_tuebadz.conllup	T951019.273
2561_tuebadz.conllup	T951019.274
2562_tuebadz.conllup	T951019.275
2563_tuebadz.conllup	T951019.277
2564_tuebadz.conllup	T951019.278
2565_tuebadz.conllup	T951019.279
2567_tuebadz.conllup	T951019.281
2568_tuebadz.conllup	T951019.282
2570_tuebadz.conllup	T951019.285
2571_tuebadz.conllup	T951019.286
2572_tuebadz.conllup	T951019.287
2573_tuebadz.conllup	T951019.289
2574_tuebadz.conllup	T951019.290
2577_tuebadz.conllup	T951019.293
2578_tuebadz.conllup	T951019.294
2581_tuebadz.conllup	T951019.299
2582_tuebadz.conllup	T951019.301
2583_tuebadz.conllup	T951019.302
2584_tuebadz.conllup	T951019.304
2585_tuebadz.conllup	T951019.305
2586_tuebadz.conllup	T951019.306
2587_tuebadz.conllup	T951019.307
2588_tuebadz.conllup	T951019.308
2589_tuebadz.conllup	T951019.309
2591_tuebadz.conllup	T951019.311
2592_tuebadz.conllup	T951019.312
2593_tuebadz.conllup	T951020.2
2594_tuebadz.conllup	T951020.3
2595_tuebadz.conllup	T951020.10
2596_tuebadz.conllup	T951020.12
2597_tuebadz.conllup	T951020.14
2598_tuebadz.conllup	T951020.15
2599_tuebadz.conllup	T951020.17
2600_tuebadz.conllup	T951020.18
2601_tuebadz.conllup	T951020.19
2603_tuebadz.conllup	T951020.22
2604_tuebadz.conllup	T951020.25
2605_tuebadz.conllup	T951020.26
2606_tuebadz.conllup	T951020.29
2609_tuebadz.conllup	T951020.34
2610_tuebadz.conllup	T951020.35
2612_tuebadz.conllup	T951020.37
2613_tuebadz.conllup	T951020.38
2614_tuebadz.conllup	T951020.39
2615_tuebadz.conllup	T951020.40
2616_tuebadz.conllup	T951020.41
2617_tuebadz.conllup	T951020.42
2618_tuebadz.conllup	T951020.46
2619_tuebadz.conllup	T951020.47
2620_tuebadz.conllup	T951020.49
2621_tuebadz.conllup	T951020.50
2622_tuebadz.conllup	T951020.51
2623_tuebadz.conllup	T951020.52
2625_tuebadz.conllup	T951020.54
2627_tuebadz.conllup	T951020.58
2628_tuebadz.conllup	T951020.59
2629_tuebadz.conllup	T951020.60
2630_tuebadz.conllup	T951020.63
2631_tuebadz.conllup	T951020.64
2632_tuebadz.conllup	T951020.65
2633_tuebadz.conllup	T951020.66
2635_tuebadz.conllup	T951020.72
2636_tuebadz.conllup	T951020.73
2637_tuebadz.conllup	T951020.74
2638_tuebadz.conllup	T951020.75
2639_tuebadz.conllup	T951020.76
2641_tuebadz.conllup	T951020.78
2642_tuebadz.conllup	T951020.81
2644_tuebadz.conllup	T951020.83
2645_tuebadz.conllup	T951020.84
2646_tuebadz.conllup	T951020.89
2647_tuebadz.conllup	T951020.92
2648_tuebadz.conllup	T951020.93
2649_tuebadz.conllup	T951020.96
2650_tuebadz.conllup	T951020.97
2651_tuebadz.conllup	T951020.99
2653_tuebadz.conllup	T951020.104
2654_tuebadz.conllup	T951020.107
2657_tuebadz.conllup	T951020.119
2659_tuebadz.conllup	T951020.122
2660_tuebadz.conllup	T951020.123
2661_tuebadz.conllup	T951020.124
2662_tuebadz.conllup	T951020.125
2663_tuebadz.conllup	T951020.126
2664_tuebadz.conllup	T951020.134
2665_tuebadz.conllup	T951020.135
2666_tuebadz.conllup	T951020.138
2667_tuebadz.conllup	T951020.140
2669_tuebadz.conllup	T951020.147
2670_tuebadz.conllup	T951020.148
2671_tuebadz.conllup	T951020.149
2672_tuebadz.conllup	T951020.151
2673_tuebadz.conllup	T951020.152
2674_tuebadz.conllup	T951020.153
2675_tuebadz.conllup	T951020.155
2676_tuebadz.conllup	T951020.157
2678_tuebadz.conllup	T951020.160
2679_tuebadz.conllup	T951020.162
2680_tuebadz.conllup	T951020.163
2681_tuebadz.conllup	T951020.164
2682_tuebadz.conllup	T951020.165
2686_tuebadz.conllup	T951020.172
2687_tuebadz.conllup	T951020.174
2688_tuebadz.conllup	T951020.175
2690_tuebadz.conllup	T951020.177
2691_tuebadz.conllup	T951020.178
2692_tuebadz.conllup	T951020.180
2693_tuebadz.conllup	T951020.181
2694_tuebadz.conllup	T951020.182
2695_tuebadz.conllup	T951020.183
2696_tuebadz.conllup	T951020.184
2697_tuebadz.conllup	T951020.185
2698_tuebadz.conllup	T951020.186
2699_tuebadz.conllup	T951020.187
2700_tuebadz.conllup	T951020.188
2702_tuebadz.conllup	T951020.191
2703_tuebadz.conllup	T951020.193
2704_tuebadz.conllup	T951020.194
2705_tuebadz.conllup	T951020.195
2706_tuebadz.conllup	T951020.196
2707_tuebadz.conllup	T951020.197
2708_tuebadz.conllup	T951020.198
2709_tuebadz.conllup	T951020.200
2710_tuebadz.conllup	T951020.201
2711_tuebadz.conllup	T951020.203
2713_tuebadz.conllup	T951020.205
2714_tuebadz.conllup	T951020.206
2715_tuebadz.conllup	T951020.207
2716_tuebadz.conllup	T951020.208
2720_tuebadz.conllup	T951020.214
2721_tuebadz.conllup	T951020.216
2722_tuebadz.conllup	T951020.220
2723_tuebadz.conllup	T951020.222
2724_tuebadz.conllup	T951020.224
2725_tuebadz.conllup	T951020.225
2726_tuebadz.conllup	T951020.226
2727_tuebadz.conllup	T951020.227
2728_tuebadz.conllup	T951020.228
2729_tuebadz.conllup	T951020.229
2730_tuebadz.conllup	T951020.230
2731_tuebadz.conllup	T951020.231
2732_tuebadz.conllup	T951020.232
2733_tuebadz.conllup	T951020.233
2734_tuebadz.conllup	T951020.234
2735_tuebadz.conllup	T951020.235
2736_tuebadz.conllup	T951020.236
2737_tuebadz.conllup	T951020.237
2738_tuebadz.conllup	T951020.239
2739_tuebadz.conllup	T951020.240
